"anio","tabla","variable","tema","origen","pregunta","bloque","etiqueta","nota"
2024,"persona","p32_pueblo_per","autoidentificacion","cuestionario","32",,"32. Se autoidentifica con alguna nación pueblo indígena originario campesino o afroboliviano",
2024,"persona","p32_pueblos","autoidentificacion","derivada","32",,"Se autoidentifica con alguna nación pueblo indígena originario campesino o afroboliviano (agrupado según CTAI)",
2024,"persona","p331_idiohab1_cod","idiomas","cuestionario","33.1",,"33.1. Idiomas o lenguas que habla, según el mayor uso: Primero",
2024,"persona","p332_idiohab2_cod","idiomas","cuestionario","33.2",,"33.2. Idiomas o lenguas que habla, según el mayor uso: Segundo",
2024,"persona","p333_idiohab3_cod","idiomas","cuestionario","33.3",,"33.3. Idiomas o lenguas que habla, según el mayor uso: Tercero",
2024,"persona","p334_idiohab_no","idiomas","cuestionario","33.4",,"33.4. Idiomas o lenguas que habla, según el mayor uso: No habla",
2024,"persona","p341_idiomat_cod","idiomas","cuestionario","34.1",,"34.1. Primer idioma o lengua en el que aprendió a hablar en su niñez",
2024,"persona","p342_idiomat_no","idiomas","cuestionario","34.2.P",,"34.2.Primer idioma o lengua en el que aprendió a hablar en su niñez : No habla",
2024,"persona","p35_lugnac","migracion","cuestionario","35",,"35. Donde nació",
2024,"persona","p353_paisnac_cod","migracion","cuestionario","35.3",,"35.3. País de nacimiento",
2024,"persona","p354_anllega","migracion","cuestionario","35.3.B",,"35.3. Año que llegó a Bolivia",
2024,"persona","p35h_muncod","migracion","cuestionario","35.2.C",,"35.2.C. Municipio de nacimiento",
2024,"persona","p35h1_provcod","migracion","cuestionario","35.2.B",,"35.2.B. Provincia de nacimiento",
2024,"persona","p35j_deptocod","migracion","cuestionario","35.2.A",,"35.2.A. Departamento de nacimiento",
2024,"persona","p36_lugres","migracion","cuestionario","36",,"36. Donde vive habitualmente",
2024,"persona","p361_anres","migracion","cuestionario","36.1",,"36.1. Desde que año reside",
2024,"persona","p363_paisres_cod","migracion","cuestionario","36.3",,"36.3. País de residencia habitual",
2024,"persona","p36h_muncod","migracion","cuestionario","36.2.C",,"36.2.C. Municipio de residencia habitual",
2024,"persona","p36h1_provcod","migracion","cuestionario","36.2.B",,"36.2.B. Provincia de residencia habitual",
2024,"persona","p36j_deptocod","migracion","cuestionario","36.2.A",,"36.2.A. Departamento de residencia habitual",
2024,"persona","p37_lugres5","migracion","cuestionario","37",,"37. Donde vivía el año 2019",
2024,"persona","p373_paisres5_cod","migracion","cuestionario","37.3",,"37.3. País donde vivía el año 2019",
2024,"persona","p37h_muncod","migracion","cuestionario","37.2.C",,"37.2.C. Municipio donde vivía el año 2019",
2024,"persona","p37h1_provcod","migracion","cuestionario","37.2.B",,"37.2.B. Provincia donde vivía el año 2019",
2024,"persona","p37j_deptocod","migracion","cuestionario","37.2.A",,"37.2.A. Departamento donde vivía el año 2019",
2024,"persona","p38_asiste","educacion","cuestionario","38",,"38. Actualmente, asiste como estudiante a:",
2024,"persona","p39_tipoest","educacion","cuestionario","39",,"39. El centro o establecimiento educativo al que asiste es:",
2024,"persona","p40_lee","educacion","cuestionario","40",,"40. Sabe leer y escribir",
2024,"persona","p41a_nivel","educacion","cuestionario","41.A",,"41.A. Cuál es el último curso o año que aprobó y en que nivel educativo (Nivel)",
2024,"persona","p41a_nivel_act","educacion","derivada","41.A",,"Nivel educativo alcanzado: sistema actual (5 o más años de edad)",
2024,"persona","p41b_curso","educacion","cuestionario","41.B",,"41.B. Cuál es el último curso o año que aprobó y en que nivel educativo (Curso o Año)",
2024,"persona","p41b_curso_act","educacion","derivada","41.B",,"Curso o año aprobado: sistema actual (5 o más años de edad)",
2024,"persona","p42_discap","discapacidad","derivada","42",,"Condición de discapacidad (5 o más años de edad, residentes en el país y que respondieron a la pregunta)",
2024,"persona","p42a_ver","discapacidad","cuestionario","42.A",,"42.A Tiene dificultad permanente para ver incluso cuando usa lentes",
2024,"persona","p42b_oir","discapacidad","cuestionario","42.B",,"42.B. Tiene dificultad permanente para oír, incluso cuando usa audífonos",
2024,"persona","p42c_camina","discapacidad","cuestionario","42.C",,"42.C. Tiene dificultad permanente para caminar o subir gradas o usar brazos o manos",
2024,"persona","p42d_comuni","discapacidad","cuestionario","42.D",,"42.D. Tiene dificultad permanente para comunicarse, aprender, concentrarse o razonar",
2024,"persona","p43_pago","caracteristicas_economicas","cuestionario","43",,"43. La semana pasada, trabajó por un pago o ingreso",
2024,"persona","p44_nego","caracteristicas_economicas","cuestionario","44",,"44. La semana pasada, ayudó o trabajó en un negocio propio o familiar",
2024,"persona","p45_agro","caracteristicas_economicas","cuestionario","45",,"45. La semana pasada, atendió cultivos agrícolas o cría de animales",
2024,"persona","p46_dest","caracteristicas_economicas","cuestionario","46",,"46. Los cultivos agrícolas o cría de animales son destinados:",
2024,"persona","p47_otro","caracteristicas_economicas","cuestionario","47",,"47. La semana pasada: (Otra actividad la semana pasada)",
2024,"persona","p48_nocu","caracteristicas_economicas","cuestionario","48.A",,"48.A. Las últimas 4 semanas: (Condición de inactividad en las últimas 4 semanas)",
2024,"persona","p49_ocu_1d","caracteristicas_economicas","cuestionario","49",,"49. Cuál es (era) su trabajo, ocupación u oficio principal (COB gran grupo)",
2024,"persona","p50_catocu_13","caracteristicas_economicas","derivada","50",,"Categoría ocupacional (7 o más años de edad) 13° CIET (residentes en el país que respondieron las preguntas de condición de actividad)",
2024,"persona","p50_semp","caracteristicas_economicas","cuestionario","50",,"50. En ese trabajó es (era):",
2024,"persona","p51_actec_2d","caracteristicas_economicas","cuestionario","51",,"51. Principalmente, que produce, vende o a que actividad económica se dedica el lugar o establecimiento donde trabaja (CAEB sección)",
2024,"persona","p52_dep_mov_cod","movilidad_trabajo","cuestionario","52.A",,"52.A. Departamento de Movilidad Cotidiana",
2024,"persona","p52_mov","movilidad_trabajo","cuestionario","52",,"52. Principalmente, el lugar donde trabaja está ubicado:",
2024,"persona","p52_mun_mov_cod","movilidad_trabajo","cuestionario","52.B",,"52.B. Municipio de Movilidad Cotidiana",
2024,"persona","p52_pais_mov_cod","movilidad_trabajo","cuestionario","52.2.C",,"52.C. País donde trabaja",
2024,"persona","p53_ecivil","poblacion","cuestionario","53",,"53. Cuál es su estado civil o conyugal","frontera: los temas oficiales del INE no contemplan nupcialidad"
2024,"persona","p54_hvtot","fecundidad","cuestionario","54",,"54. En total, Cuántas hijas e hijos nacidos vivos ha tenido, incluyendo a los que no vivan con usted o hayan fallecido después de nacer (Total)",
2024,"persona","p54a_hvtot_muj","fecundidad","cuestionario","54.A",,"54.A. En total, Cuántas hijas e hijos nacidos vivos ha tenido, incluyendo a los que no vivan con usted o hayan fallecido después de nacer (Mujeres)",
2024,"persona","p54b_hvtot_hom","fecundidad","cuestionario","54.B",,"54.B. En total, Cuántas hijas e hijos nacidos vivos ha tenido, incluyendo a los que no vivan con usted o hayan fallecido después de nacer (Hombres)",
2024,"persona","p55_hstot","fecundidad","cuestionario","55",,"55. De las hijas e hijos que ha tenido, Cuántos viven actualmente (Total)",
2024,"persona","p55a_hstot_muj","fecundidad","cuestionario","55.A",,"55.A. De las hijas e hijos que ha tenido, Cuántos viven actualmente (Mujeres)",
2024,"persona","p55b_hstot_hom","fecundidad","cuestionario","55.B",,"55.B. De las hijas e hijos que ha tenido, Cuántos viven actualmente (Hombres)",
2024,"persona","p56_edadmad","fecundidad","cuestionario","56",,"56. A qué edad tuvo su primer hija o hijo nacido vivo",
2024,"persona","p57a_uhnacmes","fecundidad","cuestionario","57.A",,"57.A. En qué mes y año nació su última hija o hijo nacido vivo (Mes)",
2024,"persona","p57b_uhnacan","fecundidad","cuestionario","57.B",,"57.B. En qué mes y año nació su última hija o hijo nacido vivo (Año)",
2024,"persona","p58_uhsobre","fecundidad","cuestionario","58",,"58. Su última hija o hijo, vive actualmente",
2024,"persona","p59_atparto","fecundidad","cuestionario","59",,"59. Quién atendió su último parto","frontera: el INE la lista en Salud; aqui va con el bloque P54-P59 de fecundidad"
2024,"persona","p59_mef","fecundidad","derivada","59",,"Atención de último parto (en los últimos cinco años) en MEF (residentes en el país que declararon hijos)","frontera: el INE la lista en Salud; aqui va con el bloque P54-P59 de fecundidad"
2024,"persona","p59_partocalif","fecundidad","derivada","59",,"Atención de último parto (en los últimos cinco años) por personal de salud calificado en MEF (residentes en el país que declararon hijos y en la pregunta)","frontera: el INE la lista en Salud; aqui va con el bloque P54-P59 de fecundidad"
2024,"persona","pea_13","caracteristicas_economicas","derivada",,,"Población Económicamente Activa (7 o más años de edad) 13° CIET (residentes en el país que respondieron las preguntas de condición de actividad)",
2024,"persona","pei_13","caracteristicas_economicas","derivada",,,"Población Económicamente Inactiva (7 o más años de edad) 13° CIET (residentes en el país que respondieron las preguntas de condición de actividad)",
2024,"persona","pet_13","caracteristicas_economicas","derivada",,,"Población en edad de trabajar (7 o más años de edad ) 13° CIET (residentes en el país que respondieron las preguntas de condición de actividad)",
2024,"persona","pet_19","caracteristicas_economicas","derivada",,,"Población en edad de trabajar (7 o más años) 19° CIET (residentes en el país que respondieron a las preguntas de condición de actividad)",
2024,"persona","prov_lab_cod","movilidad_trabajo","derivada",,,"Provincia donde trabaja (7 o más años de edad y que respondieron a la pregunta)",
2024,"persona","prov_nac_cod","migracion","derivada",,,"Provincia de nacimiento (nacidos en el país y que respondieron a la pregunta)",
2024,"persona","prov_res_cod","migracion","derivada",,,"Provincia de residencia habitual (residentes en el país y que respondieron a la pregunta)",
2024,"persona","prov_res5_cod","migracion","derivada",,,"Provincia de residencia hace 5 años (residentes en el país en la gestión 2019 y que respondieron a la pregunta)",
2024,"vivienda","i00","identificacion","identificador",,,"Número de vivienda dentro del predio","anadida por censosbo: el DDI la documenta y esta en los parquets, pero el xlsx del INE no la lista"
2024,"vivienda","idep","ubicacion_geografica","geografia",,,"Código de departamento (01-09)",
2024,"vivienda","imun","ubicacion_geografica","geografia",,,"Código de municipio",
2024,"vivienda","iprov","ubicacion_geografica","geografia",,,"Código de provincia",
2024,"vivienda","tip_hog","vivienda_hogar","derivada",,,"Tipología de hogar",
2024,"vivienda","tot_pers","vivienda_hogar","derivada",,,"Total personas",
2024,"vivienda","urbrur","ubicacion_geografica","geografia",,,"Área Urbana - Rural",
2024,"vivienda","v01_tipoviv","vivienda_hogar","cuestionario","1",,"1. La vivienda es: (Tipo de vivienda)",
2024,"vivienda","v02_condocup","vivienda_hogar","cuestionario","2",,"2. La vivienda esta: (Condición de ocupación de la vivienda)",
2024,"vivienda","v03_pared","materiales_construccion","cuestionario","3",,"3. Cual es el material de construcción más utilizado en las paredes de esta vivienda",
2024,"vivienda","v04_revoq","materiales_construccion","cuestionario","4",,"4. Las paredes interiores de esta vivienda. Tienen revoque",
2024,"vivienda","v05_techo","materiales_construccion","cuestionario","5",,"5. Cuál es el material de construcción más utilizado en los techos de esta vivienda",
2024,"vivienda","v06_piso","materiales_construccion","cuestionario","6",,"6. Cuál es el material más utilizado en los pisos de esta vivienda",
2024,"vivienda","v07_aguapro","servicios_basicos","cuestionario","7",,"7. Principalmente, el agua que usan en la vivienda proviene de:",
2024,"vivienda","v08_aguadist","servicios_basicos","cuestionario","8",,"8. El agua que usan en la vivienda se distribuye:",
2024,"vivienda","v09_energia","servicios_basicos","cuestionario","9",,"9. De donde proviene la energía eléctrica que usan en la vivienda",
2024,"vivienda","v10_combus","servicios_basicos","cuestionario","10",,"10. Cuál es el principal combustible o energía que utiliza para cocinar",
2024,"vivienda","v11_basura","servicios_basicos","cuestionario","11",,"11. Habitualmente. Qué hacen con la basura que generan",
2024,"vivienda","v12_cocina","vivienda_hogar","cuestionario","12",,"12. Tienen un cuarto solo para cocinar",
2024,"vivienda","v13_habitac","vivienda_hogar","cuestionario","13",,"13. Cuántos cuartos o habitaciones ocupan, sin contar baño y cocina",
2024,"vivienda","v14_dormit","vivienda_hogar","cuestionario","14",,"14. De estos cuartos o habitaciones, Cuántos se utilizan solo para dormir",
2024,"vivienda","v15_servsan","servicios_basicos","cuestionario","15",,"15. Tienen, baño o letrina",
2024,"vivienda","v16_desague","servicios_basicos","cuestionario","16",,"16. El baño o letrina tiene desagüe:",
2024,"vivienda","v17_tenencia","vivienda_hogar","cuestionario","17",,"17. La vivienda que ocupan es: (Tenencia de la vivienda)",
2024,"vivienda","v18a_bici","equipamiento_hogar","cuestionario","18.1",,"18.1. Su hogar tiene: Bicicleta",
2024,"vivienda","v18b_moto","equipamiento_hogar","cuestionario","18.2",,"18.2. Su hogar tiene: Motocicleta o cuadratrack",
2024,"vivienda","v18c_auto","equipamiento_hogar","cuestionario","18.3",,"18.3. Su hogar tiene: Vehículo automotor",
2024,"vivienda","v18d_carreta","equipamiento_hogar","cuestionario","18.4",,"18.4. Su hogar tiene: Carreta o carretón",
2024,"vivienda","v18e_bote","equipamiento_hogar","cuestionario","18.5",,"18.5. Su hogar tiene: Deslizador, balsa, canoa o bote",
2024,"vivienda","v18f_refri","equipamiento_hogar","cuestionario","18.6",,"18.6. Su hogar tiene: Refrigerador o congeladora",
2024,"vivienda","v18g_micro","equipamiento_hogar","cuestionario","18.7",,"18.7. Su hogar tiene: Microondas",
2024,"vivienda","v18h_calefon","equipamiento_hogar","cuestionario","18.8",,"18.8. Su hogar tiene: Calefón, termotanque",
2024,"vivienda","v18i_aire","equipamiento_hogar","cuestionario","18.9",,"18.9. Su hogar tiene: Aire acondicionado",
2024,"vivienda","v18j_lavadora","equipamiento_hogar","cuestionario","18.10",,"18.10. Su hogar tiene: Lavadora de ropa",
2024,"vivienda","v19a_radio","tic","cuestionario","19.1",,"19.1. Su hogar tiene: Radio o equipo de sonido",
2024,"vivienda","v19b_tv","tic","cuestionario","19.2",,"19.2. Su hogar tiene: Televisor",
2024,"vivienda","v19c_compu","tic","cuestionario","19.3",,"19.3. Su hogar tiene: Computadora, laptop o tablet",
2024,"vivienda","v19d_celular","tic","cuestionario","19.4",,"19.4. Su hogar tiene: Teléfono celular",
2024,"vivienda","v19e_f","tic","derivada","19.E",,"Internet fijo en la vivienda o internet móvil",
2024,"vivienda","v19e_inetfijo","tic","cuestionario","19.5",,"19.5. Su hogar tiene: Internet fijo en la vivienda",
2024,"vivienda","v19f_inetmovil","tic","cuestionario","19.6",,"19.6. Su hogar tiene: Internet móvil (megas o datos)",
2024,"vivienda","v19g_tvcable","tic","cuestionario","19.7",,"19.7. Su hogar tiene: Servicio de TV cable o satelital",
2024,"vivienda","v19h_d","tic","derivada","19.H",,"Servicio de telefonía fija o teléfono celular",
2024,"vivienda","v19h_telfijo","tic","cuestionario","19.8",,"19.8. Su hogar tiene: Servicio de telefonía fija",
2024,"vivienda","v20a_emi","emigracion_internacional","cuestionario","20",,"20.A. Alguna persona que vivía con usted(es) en este hogar, actualmente vive en otro país",
2024,"vivienda","v20b_totemi","emigracion_internacional","cuestionario","20.A",,"20.B. Cuantas personas",
2024,"vivienda","v21a_fal","mortalidad","cuestionario","21.A",,"21.A. Desde 2019 a la fecha, murió alguna persona que vivía con usted(es) en este hogar",
2024,"vivienda","v21b_totfal","mortalidad","cuestionario","21.B",,"21.B. Cuantas personas",
2024,"emigracion","e203_sexo","emigracion_internacional","cuestionario","20.3",,"20.3. La persona es:",
2024,"emigracion","e204_ansal","emigracion_internacional","cuestionario","20.4",,"20.4. En qué año salió del país",
2024,"emigracion","e205_edad","emigracion_internacional","cuestionario","20.5",,"20.5. A qué edad se fue",
2024,"emigracion","i00","identificacion","identificador",,,"Número de vivienda dentro del predio","anadida por censosbo: el DDI la documenta y esta en los parquets, pero el xlsx del INE no la lista"
2024,"emigracion","idep","ubicacion_geografica","geografia",,,"Código de departamento (01-09)",
2024,"emigracion","imun","ubicacion_geografica","geografia",,,"Código de municipio",
2024,"emigracion","iprov","ubicacion_geografica","geografia",,,"Código de provincia",
2024,"emigracion","pais_destino_cod","emigracion_internacional","cuestionario","20.2",,"20.2. En que país vive actualmente",
2024,"mortalidad","i00","identificacion","identificador",,,"Número de vivienda dentro del predio","anadida por censosbo: el DDI la documenta y esta en los parquets, pero el xlsx del INE no la lista"
2024,"mortalidad","idep","ubicacion_geografica","geografia",,,"Código de departamento (01-09)",
2024,"mortalidad","imun","ubicacion_geografica","geografia",,,"Código de municipio",
2024,"mortalidad","iprov","ubicacion_geografica","geografia",,,"Código de provincia",
2024,"mortalidad","m212a_mes","mortalidad","cuestionario","21.2",,"21.2A. En que mes y año falleció - Mes",
2024,"mortalidad","m212b_an","mortalidad","cuestionario","21.2",,"21.2B. En que mes y año falleció - Año",
2024,"mortalidad","m213_edad","mortalidad","cuestionario","21.3",,"21.3. Qué edad tenía al morir",
2024,"mortalidad","m214_cov","mortalidad","cuestionario","21.4",,"21.4. Murió a causa del COVID-19",
2024,"mortalidad","m215_sexo","mortalidad","cuestionario","21.5",,"21.5. La persona era",
2024,"mortalidad","m216_parto","mortalidad","cuestionario","21.6",,"21.6. Murió por alguna causa relacionada con:",
2024,"unidad","area","ubicacion_geografica","geografia",,"unidad","Área Urbana - Rural",
2024,"unidad","codigo","identificacion","identificador",,"unidad","Código de la unidad censal (manzano o comunidad)",
2024,"unidad","ficha","identificacion","identificador",,"unidad","Lógico: si el INE libera la ficha de indicadores de esta unidad",
2024,"unidad","idep","ubicacion_geografica","geografia",,"unidad","Código de departamento (01-09)",
2024,"unidad","imun","ubicacion_geografica","geografia",,"unidad","Código de municipio dentro de la provincia",
2024,"unidad","iprov","ubicacion_geografica","geografia",,"unidad","Código de provincia dentro del departamento",
2024,"unidad","nombre","identificacion","identificador",,"unidad","Nombre de la unidad censal",
2024,"unidad","personas","poblacion","indicador",,"unidad","Personas empadronadas en la unidad","total de personas de la unidad censal: es un dato de poblacion, no un identificador"
2024,"unidad","viviendas","vivienda_hogar","indicador",,"unidad","Viviendas empadronadas en la unidad","total de viviendas de la unidad censal: es un dato de vivienda, no un identificador"
2024,"ficha","act_agricultura_h","caracteristicas_economicas","indicador",,"actividad","Agricultura, ganadería, silvicultura y pesca, hombres",
2024,"ficha","act_agricultura_m","caracteristicas_economicas","indicador",,"actividad","Agricultura, ganadería, silvicultura y pesca, mujeres",
2024,"ficha","act_alojacomida_h","caracteristicas_economicas","indicador",,"actividad","Alojamiento y servicio de comidas, hombres",
2024,"ficha","act_alojacomida_m","caracteristicas_economicas","indicador",,"actividad","Alojamiento y servicio de comidas, mujeres",
2024,"ficha","act_comercio_h","caracteristicas_economicas","indicador",,"actividad","Comercio y reparación de vehículos, hombres",
2024,"ficha","act_comercio_m","caracteristicas_economicas","indicador",,"actividad","Comercio y reparación de vehículos, mujeres",
2024,"ficha","act_construccion_h","caracteristicas_economicas","indicador",,"actividad","Construcción, hombres",
2024,"ficha","act_construccion_m","caracteristicas_economicas","indicador",,"actividad","Construcción, mujeres",
2024,"ficha","act_ensenanza_h","caracteristicas_economicas","indicador",,"actividad","Enseñanza, hombres",
2024,"ficha","act_ensenanza_m","caracteristicas_economicas","indicador",,"actividad","Enseñanza, mujeres",
2024,"ficha","act_manufactura_h","caracteristicas_economicas","indicador",,"actividad","Industria manufacturera, hombres",
2024,"ficha","act_manufactura_m","caracteristicas_economicas","indicador",,"actividad","Industria manufacturera, mujeres",
2024,"ficha","act_ns_h","caracteristicas_economicas","indicador",,"actividad","Actividad económica sin especificar, hombres",
2024,"ficha","act_ns_m","caracteristicas_economicas","indicador",,"actividad","Actividad económica sin especificar, mujeres",
2024,"ficha","act_otras_h","caracteristicas_economicas","indicador",,"actividad","Otras actividades económicas, hombres",
2024,"ficha","act_otras_m","caracteristicas_economicas","indicador",,"actividad","Otras actividades económicas, mujeres",
2024,"ficha","act_salud_h","caracteristicas_economicas","indicador",,"actividad","Salud humana y asistencia social, hombres",
2024,"ficha","act_salud_m","caracteristicas_economicas","indicador",,"actividad","Salud humana y asistencia social, mujeres",
2024,"ficha","act_total_h","caracteristicas_economicas","indicador",,"actividad","Población de 14 o más años por actividad económica, hombres",
2024,"ficha","act_total_m","caracteristicas_economicas","indicador",,"actividad","Población de 14 o más años por actividad económica, mujeres",
2024,"ficha","act_transporte_h","caracteristicas_economicas","indicador",,"actividad","Transporte y almacenamiento, hombres",
2024,"ficha","act_transporte_m","caracteristicas_economicas","indicador",,"actividad","Transporte y almacenamiento, mujeres",
2024,"ficha","area","ubicacion_geografica","geografia",,"unidad","Área Urbana - Rural",
2024,"ficha","codigo","identificacion","identificador",,"unidad","Código de la unidad censal (manzano o comunidad)",
2024,"ficha","edu_ninguno_h","educacion","indicador",,"educacion","Nivel de instrucción ninguno, hombres",
2024,"ficha","edu_ninguno_m","educacion","indicador",,"educacion","Nivel de instrucción ninguno, mujeres",
2024,"ficha","edu_ns_h","educacion","indicador",,"educacion","Nivel de instrucción sin especificar, hombres",
2024,"ficha","edu_ns_m","educacion","indicador",,"educacion","Nivel de instrucción sin especificar, mujeres",
2024,"ficha","edu_primaria_h","educacion","indicador",,"educacion","Nivel de instrucción primaria, hombres",
2024,"ficha","edu_primaria_m","educacion","indicador",,"educacion","Nivel de instrucción primaria, mujeres",
2024,"ficha","edu_secundaria_h","educacion","indicador",,"educacion","Nivel de instrucción secundaria, hombres",
2024,"ficha","edu_secundaria_m","educacion","indicador",,"educacion","Nivel de instrucción secundaria, mujeres",
2024,"ficha","edu_superior_h","educacion","indicador",,"educacion","Nivel de instrucción superior, hombres",
2024,"ficha","edu_superior_m","educacion","indicador",,"educacion","Nivel de instrucción superior, mujeres",
2024,"ficha","edu_total_h","educacion","indicador",,"educacion","Población de 19 o más años, hombres",
2024,"ficha","edu_total_m","educacion","indicador",,"educacion","Población de 19 o más años, mujeres",
2024,"ficha","hac_alto","vivienda_hogar","indicador",,"hacinamiento","Viviendas con hacinamiento alto (más de 3 por dormitorio o sin dormitorio)",
2024,"ficha","hac_medio","vivienda_hogar","indicador",,"hacinamiento","Viviendas con hacinamiento medio (más de 2 y hasta 3 por dormitorio)",
