"anio","tabla","variable","tema","origen","pregunta","bloque","etiqueta","nota"
2001,"vivienda","V205","equipamiento_hogar","cuestionario","20.5",,"Usted tiene Vehiculo Automotor",
2001,"vivienda","V206","equipamiento_hogar","cuestionario","20.6",,"Usted tiene Refrigerador",
2001,"vivienda","V207","equipamiento_hogar","cuestionario","20.7",,"Usted tiene Telefono o Celular",
2001,"vivienda","V208","equipamiento_hogar","cuestionario","20.8",,"Usted tiene Bomba de Agua",
2001,"vivienda","V21","vivienda_hogar","cuestionario","21",,"La vivienda que ocupan es",
2001,"vivienda","V221","mortalidad","cuestionario","22.1",,"En este hogar, ¿cuantas personas presentan ceguera?",
2001,"vivienda","V222","mortalidad","cuestionario","22.2",,"En este hogar, ¿cuantas personas presentan sordomudez?",
2001,"vivienda","V223","mortalidad","cuestionario","22.3",,"En este hogar, ¿cuantas personas presentan paralisis, amputación?",
2001,"vivienda","V23","mortalidad","cuestionario","23",,"Durante el año 2000, murió alguna persona que vivia con ustedes","mortalidad materna: el INE la agrupa aparte y vive en la tabla de vivienda (ver grupo_ine)"
2001,"vivienda","V24","mortalidad","cuestionario","24",,"Esta persona, era mujer de 15 años o mas años de edad","mortalidad materna: el INE la agrupa aparte y vive en la tabla de vivienda (ver grupo_ine)"
2001,"vivienda","V25","mortalidad","cuestionario","25",,"Su fallecimiento se produjo...","mortalidad materna: el INE la agrupa aparte y vive en la tabla de vivienda (ver grupo_ine)"
2001,"vivienda","V26","mortalidad","cuestionario","26",,"Edad que tenia cuando fallecio","mortalidad materna: el INE la agrupa aparte y vive en la tabla de vivienda (ver grupo_ine)"
2001,"vivienda","TURUR","ubicacion_geografica","geografia",,,"Área Urbana  - Rural",
2001,"vivienda","TOTP","poblacion","derivada",,,"Total de personas en la vivienda",
2001,"vivienda","TOTH","poblacion","derivada",,,"Total hombres",
2001,"vivienda","TOTM","poblacion","derivada",,,"Total mujeres",
2001,"vivienda","ESHOGAR","vivienda_hogar","derivada",,,"eshogar",
2001,"persona","P28","poblacion","cuestionario","28",,"Hombre o mujer",
2001,"persona","P29","poblacion","cuestionario","29",,"Cuantos años cumplidos tiene",
2001,"persona","P30","ciudadania","cuestionario","30",,"Su nacimiento esta inscrito en el registro civil",
2001,"persona","P31","poblacion","cuestionario","31",,"Relación o parentesco con jefa o jefe del hogar",
2001,"persona","P321","idiomas","cuestionario","32.1",,"Idioma o lengua que habla 1ro Código",
2001,"persona","P322","idiomas","cuestionario","32.2",,"Idioma o lengua que habla 2do Código",
2001,"persona","P323","idiomas","cuestionario","32.3",,"Idioma o lengua que habla 3er Código",
2001,"persona","P324","idiomas","cuestionario","32.4",,"Idioma o lengua que habla 4to Código",
2001,"persona","P325","idiomas","cuestionario","32.5",,"Idioma o lengua que habla 5to Código",
2001,"persona","P326","idiomas","cuestionario","32.6",,"Idioma o lengua que habla 6to Código",
2001,"persona","P327","idiomas","cuestionario","32.7",,"Idioma o lengua que habla 7mo Código",
2001,"persona","P32COD","idiomas","cuestionario","32",,"Otro Nativo",
2001,"persona","P33A","migracion","cuestionario","33.A",,"Donde vive habitualmente",
2001,"persona","DEP33","migracion","derivada",,,"Departamento donde vive habitualmente",
2001,"persona","PRO33","migracion","derivada",,,"Codigo Provincia donde vive habitualmente",
2001,"persona","SEC33","migracion","derivada",,,"Codigo Seccion donde vive habitualmente",
2001,"persona","CAN33","migracion","derivada",,,"Codigo Canton donde vive habitualmente",
2001,"persona","CIU33","migracion","derivada",,,"Codigo Comunidad donde vive habitualmente",
2001,"persona","ZON33","migracion","derivada",,,"Codigo Zona donde vive habitualmente",
2001,"persona","P33F","migracion","cuestionario","33.F",,"p33f",
2001,"persona","P34A","migracion","cuestionario","34.A",,"Donde nació",
2001,"persona","P34C","migracion","cuestionario","34.C",,"Año de llegada a bolivia",
2001,"persona","DEP34","migracion","derivada",,,"Departamento donde nacio",
2001,"persona","PRO34","migracion","derivada",,,"Codigo Provincia donde nacio",
2001,"persona","SEC34","migracion","derivada",,,"Codigo Seccion donde nacio",
2001,"persona","CAN34","migracion","derivada",,,"Codigo Canton donde nacio",
2001,"persona","CIU34","migracion","derivada",,,"Codigo Comunidad donde nacio",
2001,"persona","ZON34","migracion","derivada",,,"Codigo Zona donde nacio",
2001,"persona","P34F","migracion","cuestionario","34.F",,"p34f",
2001,"persona","P35","idiomas","cuestionario","35",,"Idioma o lengua que aprendió a hablar en su niñez",
2001,"persona","P36","educacion","cuestionario","36",,"Sabe leer y escribir",
2001,"persona","P37","educacion","cuestionario","37",,"Asiste a una escuela o colegio",
2001,"persona","P38","educacion","cuestionario","38",,"Nivel de Asistencia",
2001,"persona","P39NIV","educacion","cuestionario","39",,"Nivel más alto de instrucción que aprobó",
2001,"persona","P39CUR","educacion","cuestionario","39",,"Curso más alto de instrucción que aprobó",
2001,"persona","P40NIV","educacion","cuestionario","40",,"Para ingresar al nivel no universitario, que nivel aprobó",
2001,"persona","P40CUR","educacion","cuestionario","40",,"Para ingresar al curso no universitario, que nivel aprobó",
2001,"persona","P41A","migracion","cuestionario","41.A",,"Dónde vivia hace 5 años",
2001,"persona","DEP41","migracion","derivada",,,"Departamento donde vivia hace 5 años",
2001,"persona","PRO41","migracion","derivada",,,"Codigo Provincia donde vivia hace 5 años",
2001,"persona","SEC41","migracion","derivada",,,"Codigo Seccion donde vivia hace 5 años",
2001,"persona","CAN41","migracion","derivada",,,"Codigo Canton donde vivia hace 5 años",
2001,"persona","CIU41","migracion","derivada",,,"Codigo Comunidad donde vivia hace 5 años",
2001,"persona","ZON41","migracion","derivada",,,"Codigo Zona donde vivia hace 5 años",
2001,"persona","P41E","migracion","cuestionario","41.E",,"p41e",
2001,"persona","P42","caracteristicas_economicas","cuestionario","42",,"Durante la semana pasada, ¿trabajo?",
2001,"persona","P43","caracteristicas_economicas","cuestionario","43",,"Si no trabajo, que hizo la semana pasada",
2001,"persona","P44","caracteristicas_economicas","cuestionario","44",,"Durante la semana pasada...",
2001,"persona","P45COD","caracteristicas_economicas","cuestionario","45",,"Durante la semana pasada, cual fue su ocupacion principal?",
2001,"persona","P46","caracteristicas_economicas","cuestionario","46",,"En esa ocupación usted trabajó como...",
2001,"persona","P47COD","caracteristicas_economicas","cuestionario","47",,"¿que produce, vende o a que actividad se dedica el establecimiento donde trabajo?",
2001,"persona","P48","poblacion","cuestionario","48",,"Estado Civil",
2001,"persona","P491","autoidentificacion","cuestionario","49.1",,"Se considera perteneciente a alguno de los pueblos originarios o indígenas",
2001,"persona","P50","fecundidad","cuestionario","50",,"Cuantas hijas e hijos nacidos vivos ha tenido",
2001,"persona","P51","fecundidad","cuestionario","51",,"¿De sus hijas e hijos nacidos vivos, cuantos viven actualmente?",
2001,"persona","P52","fecundidad","cuestionario","52",,"De hijas e hijos nacidos vivos, cuantos fallecieron",
2001,"persona","P53M","fecundidad","cuestionario","53.M",,"Mes que nació su última hija(o) nacida (o) viva (o)",
2001,"persona","P53A","fecundidad","cuestionario","53.A",,"Año que nació su última hija(o) nacida (o) viva (o)",
2001,"persona","P54","fecundidad","cuestionario","54",,"Donde tuvo lugar su último parto",
2001,"persona","P55","fecundidad","cuestionario","55",,"¿Quién atendio su parto?",
2001,"persona","P33COD","migracion","cuestionario","33",,"p33cod",
2001,"persona","P34COD","migracion","cuestionario","34",,"p34cod",
2001,"persona","P41COD","migracion","cuestionario","41",,"p41cod",
2001,"persona","P49COD","autoidentificacion","cuestionario","49",,"Nación o pueblo indigena",
2001,"persona","area","ubicacion_geografica","geografia",,,"Área (urbana/rural)",
2001,"vivienda","idep","ubicacion_geografica","geografia",,,"Código de departamento (01-09)",
2001,"vivienda","iprov","ubicacion_geografica","geografia",,,"Código de provincia",
2001,"vivienda","imun","ubicacion_geografica","geografia",,,"Código de municipio",
2001,"persona","idep","ubicacion_geografica","geografia",,,"Código de departamento (01-09)",
2001,"persona","iprov","ubicacion_geografica","geografia",,,"Código de provincia",
2001,"persona","imun","ubicacion_geografica","geografia",,,"Código de municipio",
