"tabla","variable","etiqueta","tipo","codigo","categoria"
"persona","p51_actec_2d","51. Principalmente, que produce, vende o a que actividad económica se dedica el lugar o establecimiento donde trabaja (CAEB sección)","categorica","21","U: Actividades de organizaciones y órganos extraterritoriales"
"persona","p51_actec_2d","51. Principalmente, que produce, vende o a que actividad económica se dedica el lugar o establecimiento donde trabaja (CAEB sección)","categorica","97","Descripciones incompletas"
"persona","p51_actec_2d","51. Principalmente, que produce, vende o a que actividad económica se dedica el lugar o establecimiento donde trabaja (CAEB sección)","categorica","99","Sin especificar"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","1","A. Agricultura, ganadería, silvicultura y pesca"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","2","B. Explotación de minas y canteras"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","3","C. Industrias manufactureras"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","4","D. Suministro de electricidad, gas, vapor y aire acondicionado"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","5","E. Suministro de agua; evacuación de aguas residuales, gestión de desechos y descontaminación"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","6","F. Construcción"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","7","G. Comercio al por mayor y al por menor, reparación de vehículos automotores y motocicletas"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","8","H. Transporte y almacenamiento"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","9","I. Actividades de alojamiento y de servicio de comidas"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","10","J. Información y comunicaciones"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","11","K. Actividades financieras y de seguros"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","12","L. Actividades inmobiliarias"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","13","M. Actividades profesionales, científicas y técnicas"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","14","N. Actividades de servicios administrativos y de apoyo"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","15","O. Administración pública y defensa; planes de seguridad social de afiliación obligatoria"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","16","P. Enseñanza"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","17","Q. Actividades de atención de la salud humana y de asistencia social"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","18","R. Actividades artísticas, de entretenimiento y recreativas"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","19","S. Otras actividades de servicios"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","20","T. Actividades de los hogares como empleadores; actividades no diferenciadas de los hogares como productores de bienes y servicios como uso propio"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","21","U. Actividades de organizaciones y órganos extraterritoriales"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","97","Descripciones incompletas"
"persona","act_eco_2d_19","Actividad económica (19° CIET) - (residentes en el país que respondieron a las preguntas de condición de actividad) CAEB sección","categorica","99","Sin Especificar"
"persona","p52_mov","52. Principalmente, el lugar donde trabaja está ubicado:","categorica","1","Dentro o junto a esta vivienda"
"persona","p52_mov","52. Principalmente, el lugar donde trabaja está ubicado:","categorica","2","Fuera de la vivienda, pero en el mismo municipio"
"persona","p52_mov","52. Principalmente, el lugar donde trabaja está ubicado:","categorica","3","En otro municipio"
"persona","p52_mov","52. Principalmente, el lugar donde trabaja está ubicado:","categorica","4","En otro país"
"persona","p52_mov","52. Principalmente, el lugar donde trabaja está ubicado:","categorica","9","Sin especificar"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","1","Chuquisaca"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","2","La Paz"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","3","Cochabamba"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","4","Oruro"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","5","Potosí"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","6","Tarija"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","7","Santa Cruz"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","8","Beni"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","9","Pando"
"persona","p52_dep_mov_cod","52.A. Departamento de Movilidad Cotidiana","categorica","99","Sin especificar"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","1","Chuquisaca sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","2","La Paz sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","3","Cochabamba sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","4","Oruro sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","5","Potosí sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","6","Tarija sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","7","Santa Cruz sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","8","Beni sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","9","Pando sin provincia y municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","101","Oropeza sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","102","Azurduy sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","103","Zudáñez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","104","Tomina sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","105","Hernando Siles sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","106","Yamparáez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","107","Nor Cinti sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","108","Belisario Boeto sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","109","Sud Cinti sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","110","Luis Calvo sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","201","Murillo sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","202","Omasuyos sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","203","Pacajes sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","204","Camacho sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","205","Muñecas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","206","Larecaja sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","207","Franz Tamayo sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","208","Ingavi sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","209","Loayza sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","210","Inquisivi sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","211","Sur Yungas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","212","Los Andes sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","213","Aroma sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","214","Nor Yungas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","215","Abel Iturralde sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","216","Bautista Saavedra sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","217","Manco Kapac sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","218","Gualberto Villarroel sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","219","General José Manuel sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","220","Caranavi sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","301","Cercado sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","302","Campero sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","303","Ayopaya sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","304","Esteban Arze sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","305","Arani sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","306","Arque sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","307","Capinota sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","308","Germán Jordán sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","309","Quillacollo sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","310","Chapare sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","311","Tapacarí sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","312","Carrasco sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","313","Mizque sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","314","Punata sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","315","Bolívar sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","316","Tiraque sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","401","Cercado sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","402","Abaroa sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","403","Carangas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","404","Sajama sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","405","Litoral sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","406","Poopó sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","407","Pantaleón Dalence sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","408","Ladislao Cabrera sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","409","Sabaya sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","410","Saucarí sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","411","Tomás Barrón sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","412","Sur Carangas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","413","San Pedro de Totora sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","414","Sebastián Pagador sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","415","Mejillones sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","416","Nor Carangas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","501","Tomás Frías sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","502","Rafael Bustillo sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","503","Cornelio Saavedra sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","504","Chayanta sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","505","Charcas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","506","Nor Chichas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","507","Alonso de Ibáñez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","508","Sur Chichas sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","509","Nor Lípez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","510","Sur Lípez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","511","José María Linares sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","512","Antonio Quijarro sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","513","General Bernardino Bilbao sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","514","Daniel Campos sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","515","Modesto Omiste sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","516","Enrique Baldivieso sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","601","Cercado sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","602","Arce sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","603","Gran Chaco sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","604","Avilez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","605","Méndez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","606","O'connor sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","701","Andrés Ibáñez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","702","Warnes sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","703","Velasco sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","704","Ichilo sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","705","Chiquitos sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","706","Sara sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","707","Cordillera sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","708","Valle Grande sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","709","Florida sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","710","Obispo Santisteban sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","711","Ñuflo de Chávez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","712","Ángel Sandóval sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","713","Manuel María Caballero sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","714","Germán Busch sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","715","Guarayos sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","801","Cercado sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","802","Vaca Diez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","803","General José Ballivián sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","804","Yacuma sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","805","Moxos sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","806","Marbán sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","807","Mamoré sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","808","Iténez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","809","Territorio Indígena Multiétnico sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","901","Nicolás Suárez sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","902","Manuripi sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","903","Madre de Dios sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","904","Abuná sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","905","Federico Román sin municipio especificado"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10101","Sucre"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10102","Yotala"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10103","Poroma"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10201","Azurduy"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10202","Tarvita"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10301","Zudáñez"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10302","Presto"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10303","Mojocoya"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10304","Icla"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10401","Padilla"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10402","Tomina"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10403","Sopachuy"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10404","Alcalá"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10405","El Villar"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10501","Monteagudo"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10502","Huacareta"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10601","Tarabuco"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10602","Yamparáez"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10701","Camargo"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10702","San Lucas"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10703","Incahuasi"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10704","Villa Charcas"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10801","Villa Serrano"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10901","Villa Abecia"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10902","Culpina"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","10903","Las Carreras"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","11001","Villa Vaca Guzmán"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","11002","Huacaya (Autonomía Guaraní Chaqueño de Huacaya)"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","11003","Macharetí"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20101","Nuestra Señora de La Paz"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20102","Palca"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20103","Mecapaca"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20104","Achocalla"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20105","El Alto"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20201","Achacachi"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20202","Villa Ancoraimes"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20203","Huarina"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20204","Santiago de Huata"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20205","Huatajata"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20206","Chua Cocani"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20301","Corocoro"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20302","Caquiaviri"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20303","Calacoto"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20304","Comanche"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20305","Charaña"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20306","Waldo Ballivián"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20307","Nazacara de Pacajes"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20308","Santiago de Callapa"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20401","Puerto Acosta"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20402","Mocomoco"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20403","Puerto Mayor de Carabuco"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20404","Humanata"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20405","Escoma"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20501","Chuma"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20502","Ayata"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20503","Aucapata"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20601","Sorata"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20602","Guanay"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20603","Tacacoma"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20604","Quiabaya"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20605","Combaya"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20606","Tipuani"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20607","Mapiri"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20608","Teoponte"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20701","Apolo"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20702","Pelechuco"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20801","Viacha"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20802","Puerto Mayor de Guaqui"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20803","Tiahuanacu"
"persona","p52_mun_mov_cod","52.B. Municipio de Movilidad Cotidiana","categorica","20804","Desaguadero"
